emotion,sentence
loving,تو بهترین قطعه پازل زندگی منی
loving,با تو هر روز یک فصل جدید شروع میکنم
loving,تو آسمان عشق منی
loving,عشقم، تو هر شبخیزم تویی
loving,تو را دوست دارم تا ابد
loving,بدون تو نمی‌توانم زندگی کنم.
loving,با تو همیشه به آینده امیدوارم
loving,با تو همه چیز ممکن است.
loving,تو همهٔ زندگی منی
loving,دلم را تو شاد می‌کنی.
loving,عشق تو در هر نگاهم آرامشی است که به دنیایم می‌بخشد.
loving,عشق تو نوری است که روزها را روشن می‌کند
loving,تو برایم آسمان هستی.
loving,تو بهترین دلیل برای خنده‌هامی
loving,عشق تو درونم جاری
loving,با تو خاطرات زندگی خوشبختی میشود
loving,عشق تو راهنمای من است و در هر گامی پشتیبانم است.
loving,با تو همهٔ روزها به عید تبدیل میشود
loving,تویی که قلب من را به رنگ دنیای من زندگی میکنی
loving,تو زیبایی بی‌نظیری هستی که دستگاه حسیام را به هم می‌زند
loving,هر لحظه با تو آسمان می‌شوم
loving,عشق من، تو را دوست دارم
loving,تو همیشه با من
loving,عشق تو معجزه‌ای است که هر روز در دستانم است
loving,تو بهترین هدیه زندگی برایم است
loving,با تو همهٔ غم‌ها کم میشود
loving,رویایم تو هستی
loving,تویی عشقی که در هر نفسم حاضری و من را زنده می‌کنی.
loving,تو شعلهٔ عشق منی
loving,دنیای من با تو
loving,تو بهترین چیزی هستی که داشته‌ام
loving,عشق تو در دلم شعله‌ای است که همیشه درخشان است.
loving,تو در دلم همیشه یک شعلهٔ عشق می‌سوزانی
loving,تو قدرتی هستی که به زندگیم امید می‌بخشی
loving,عاشقتم
loving,تو خواب و رویاهای من هستی
loving,تویی که جان من را دوباره زنده کردی
loving,عشق تو مانند یک رویاست
loving,عشق تو دریایی بی‌کران و بی‌نهایت
loving,تویی عشقی که هر روز صبح بیدار می‌شوم و تو را دوست دارم
loving,تویی شعله‌ی عشقی که قلبم را می‌سوزانی و آرزوها را به حقیقت می‌نزدیک می‌کنی.
loving,با تو هر لحظهٔ‌ام معنا پیدا میکند
loving,تویی که جان من را به این دنیای زشت برگرداندی
loving,هر روز بیشتر از دیروقت عاشق تو می‌شوم
loving,تویی عشقی که همیشه در خاطره‌هایم پابرجاست و ماندگار خواهد ماند.
loving,تو را دوست دارم تا بهشت
loving,با تو هر روز بهترین خاطرات را ساختم
loving,تویی که احساس خوبی هستی که همیشه به من می‌دهی
loving,بینهایت دوستت دارم.
loving,تو با عشقت همه چیز در زندگیم معنی پیدا میکند
loving,با تو دنیا بهار است
loving,تو آفتاب زندگیمی
loving,تو قدرت مهربانی منی
loving,با تو هر روز یک نفس عمیق میکشم
loving,با تو همهٔ زندگی به رویا تبدیل میشود
loving,با تو هر روزم مثل عید است
loving,تو دلیل خنده‌هامی
loving,تویی عشقی که با حضورت در دلم، همهٔ روزها را به خاطره تبدیل می‌کنی.
loving,در عشق تو آرامش وجود می‌یابد
loving,تو قدرتی هستی که به دلم آرامش می‌بخشی
loving,عشق تو به دلم نوری است که همیشه در تاریکی شب درخشان است.
loving,با تو هر روز بهتر و قوی‌تر میشوم
loving,همیشه در قلبم جا داری
loving,با تو به سعادت می‌رسم
loving,عشق تو زندگیم را به رنگ هر طیفی از عشق و احساس پر می‌کند.
loving,عشق تو همیشه در دلم می‌سوزد
loving,تو قلب من را به گل می‌کاری و آن را زنده می‌کنی
loving,عشق تو همیشه در دلم زنده می‌ماند و هر روز رشد می‌کند.
loving,تو برای من بهترین خاطره‌ها را ساختی
loving,تو خواب‌های من هستی
loving,تو بی‌نظیر و بی‌همتایی
loving,تو آرامش دلم و شادی زندگی منی
loving,عشق تو همیشه در قلبم می‌چکد و روزها را شادتر می‌سازد.
loving,تو رویای من هستی که هر شب در خواب به تو فکر میکنم
loving,تو قطعهٔ پازل کامل زندگی منی
loving,در دنیای تو، قلبم در امان است و شادیم پر سر و صداست.
loving,تو رویای من هستی که در همهٔ روزها میبینم
loving,تویی عشقم و شوقم
loving,تویی نغمه‌ای آرامش‌بخش که در دلم به نواختن می‌اندازم.
loving,تو قشنگ‌ترین چیزی هستی که دیده‌ام
loving,تو زیبایی هر روزهای زندگی من هستی و خوشبخت میکنی
loving,عشق تو جرقه‌ای است که دلم را می‌سوزاند
loving,تویی که جمال و زیبایی زندگی منی
loving,با تو هر چیزی بیشتر دوست دارم
loving,با تو همیشه جوان و شاداب می‌مانم
loving,عشق تو همیشه در تمام روزهایم می‌درخشد و مرا شاد می‌کند.
loving,با تو همهٔ چیزها ممکن میشود
loving,تو زیباترین رویاهامی
loving,تو جواب همه سوالاتمی
loving,عشق تو در قلبم نهفته است.
loving,دلم برای تو تپیده
loving,تویی عشقی که در خاطره‌هایم همیشه جا می‌کنی و ماندگار می‌شوی.
loving,تو مثل نور خورشیدی در زندگیم ظاهر شده‌ای.
loving,تو تنها کسی هستی که قلبم را میشناسد
loving,تو قصهٔ عاشقانه‌ی زندگیم هستی که همیشه در خاطره‌هایم خواهد ماند.
loving,تو قلبم را به گل می‌کاری
loving,با تو هر روز بهار است
loving,تو را به خداوند میسپارم
loving,تو بهترین همدم زندگی منی
loving,تو ماندگارترین خاطره‌های منی و در دلم همیشه زنده خواهی ماند.
loving,تو مهربانی و نوید هر صبحمی
loving,تو دنیای منی و من تویی
loving,تو عشقی بی‌پایان
loving,با تو در آغوش عشق بالا می‌پرم
loving,هر لحظهٔ رفتنت دلتنگتر میشوم
loving,تو قدرتی هستی که به روحم شادی می‌بخشی
loving,عشق تو میانه شب تاریک را روشن میکند
loving,با تو همهٔ لحظه‌ها ارزشمندتر میشود
loving,تویی پنجرهٔ عشق که بازترین منظره‌هایم را به من نشان می‌دهی.
loving,تویی که قلب من را به لب میبری
loving,تویی سرآغاز هر شروعی و پایان هر پایانی در داستان عشقم.
loving,با تو همهٔ غصه‌ها به فراموشی می‌روند
loving,تو قدرتی هستی که به من می‌دهی
loving,تویی امان و آرامشم، در هر سختی به تو پناه می‌برم.
loving,با تو همیشه در امانم
loving,تو را دوست دارم
loving,تو را به خدا میسپارم
loving,عشقم، تو زیبایی خاصی هستی که دستگاهم را بهم می‌ریزد
loving,تویی که قلبم را نابود میکنی و باز هم به تو می‌سپارمش
loving,همیشه به تو فکر می‌کنم
loving,خیلی دوستت دارم.
loving,تویی شیرینی و عطر زندگی من
loving,تویی بهترین هدیه زندگیم.
loving,با تو می‌توانم دنیا را به خودم بگیرم
loving,تو رویایی برای منی
loving,با تو هر لحظه‌ای قدرتمندتر میشوم
loving,با تو همهٔ چیزها زیباتر میشود
loving,تویی که قلبم را دست بردار میکنی و باز هم در دست میگیری
loving,عشق تو همیشه در دلم پایدار است و در روحم نشانه گذاشته.
loving,همیشه به تو وفادارم
loving,تو در قلبم جا داری و هیچ کس نمی‌تواند جایگزینت شود.
loving,با تو همهٔ خاطرات زندگی تلخ به شیرین تبدیل میشود
loving,با تو هر روز یک قصهٔ جدید می‌نویسم
loving,با تو هر روز بهترین راه زندگی را پیدا کرده‌ام
loving,عشقم، تویی که به رنگ دنیای من زندگی می‌کنی
loving,عشق تو جوانمردی و قدرت من است
loving,عشق تو در هر لحظه من را به سمت شادی و خوشبختی سوق می‌دهد.
loving,تو عطر زندگیمی
loving,دوستت دارم.
loving,دنیا برای من با تو شیرین تر شده است
loving,عشق تو جاده‌ای است که در آن به سمت خوشبختی قدم می‌گذارم
loving,با تو آسمان زمین در دستانم است
loving,دلم تنگ شد برات
loving,با تو همیشه در دستان خدا هستم
loving,با تو همهٔ درد‌ها فراموش میشود
loving,به تو نیاز دارم مثل هوا
loving,عشق تو همیشه در دلم رقص می‌کند و همراهم در همهٔ لحظه‌هاست.
loving,دنیای من با عشق تو شادی پیدا کرده است.
loving,تو بهترین سرآغاز صبح‌هایمی
loving,تویی آرامش هر روزم و عشقی که در هر نفسم بالا می‌پرد.
loving,تویی که هر لحظه‌ام دوستتر میشوم
loving,تا ابد دوستت دارم.
loving,عشق تو ماندگار است و هر روز در قلبم بیشتر میشود
loving,عشق تو همیشه در دلم می‌خواند و در رویایم زنده می‌شود.
loving,تو زندگیم را زیبا کردی
loving,تو بهترین هدیه زندگیمی
loving,با تو هر چیزی قابل دستیابی است
loving,تو زیبایی معنوی زندگیمی
loving,عشق تو همه چیز در اطرافم را زیبا و خوشبخت می‌کند.
loving,تویی عشقی که همیشه می‌خواهم در کنارش باشم.
loving,با تو همهٔ لحظه‌ها خوشبختی را می‌سازم
loving,تویی که قلب من را جاودانه میکنی
loving,با تو همه دردها فراموش می‌شود.
loving,تویی عشقم که در هر لحظه با من هستی و مرا دوست داری
loving,عشق تو در دلم شعله‌ای است که همیشه آرزوها را به نور می‌کشاند.
loving,تو عشق و آرامش منی
loving,عشقم، تو زیبایی زندگی منی
loving,عشقم، همیشه به تو اعتماد دارم
loving,تو همیشه در قلبم حضور داری و در خاطره‌هایم خوابیده‌ای.
loving,تو نقاشی زندگی منی
loving,هر روزم با تو خوشبختی است
loving,تویی که قلب من را پر از عشق میکنی
loving,تو جادهٔ عشق منی
loving,تویی نفسم، شراره‌های عشق تو در خانهٔ دلم می‌سوزد.
loving,دنیا بدون تو بی‌رنگ است
loving,با تو بهترین خاطره‌ها را ساختم
loving,عشق تو به خاطره‌هایم ارزش می‌دهد و در تمام لحظه‌ها همراهم است.
loving,عشق تو همیشه در قلبم جا می‌کند و در دلم نشان می‌گذارد.
loving,تو قدرتی هستی که به من تنفس می‌بخشی
loving,تو برای من خوشبختی هستی
loving,با تو همه چیز بهتر است
loving,با تو همهٔ درد ها کمتر میشود
loving,تویی که تمام زخم‌های من را دوا می‌کنی
loving,با تو همیشه می‌خندم
loving,همیشه در قلبم می‌مانی
loving,تویی عشق و محبتم
loving,تو هستی که در تمام لحظاتم به یادتم
loving,تویی که قلب من را به غرور میآوری
loving,تو قلب من را با لبخندت شاد میکنی
loving,عشق منی
loving,تویی شعله‌ی عشقی که قلبم را در داغ آرزوها می‌سوزانی.
loving,عشق تو دروازه‌ای است که از آن به سوی خوشبختی وارد می‌شوم.
loving,تویی عشقی که همیشه در پیش خط آرزوهایم ایستاده‌ای.
loving,تو زندگیم را به رنگ عشق می‌کشانی
loving,تو روح من هستی و با تو زندگی می‌کنم
loving,با تو خاطرات زندگی‌ام را خوشبختی میکنم
loving,عشق تو بی‌پایان است
loving,با تو همهٔ زندگیم رنگین میشود
loving,هر روز عاشق تو می‌شوم.
loving,هر لحظهٔ با تو برام مهم است
loving,تو بهترین هدیه از خداوندی
loving,تو نور چشمانم و شعلهٔ دلم هستی
loving,تو نور هر روزم
loving,تو برای من زندگی کردن به معنای واقعی داری
loving,تویی نفس آرامش و آرزوهای من
loving,تویی که قلبم را نابود میکنی و باز هم به تو میسپارمش
loving,با تو همهٔ خواب‌ها واقعیت میشود
loving,با تو نیازمندی مثل هوا
loving,تو نفس اول منی
loving,تو رویای هر شبم
loving,با تو همهٔ مشکلات را فراموش می‌کنم
loving,عشق تو به دلم شادی می‌بخشد و همهٔ درد‌ها را تسکین می‌دهد.
loving,قلبم به صدای تو تنظیم شده است.
loving,تو همیشه در دلم می‌مانی و در رویاهایم بیدار می‌مانی.
loving,تو عشقی هستی که هر روز در دلم بیدار میشود
loving,تو را میخواهم تا همیشه در کنارم باشی
loving,عشق تو کلیدی است که در دستانم برای باز کردن قفل خوشبختی دارم.
loving,با تو همهٔ خواب‌هایم واقعیت میشود
loving,تویی که بی‌تو مانند یک جانباز بی‌سرمیشم
loving,تو عشق منی و همیشه خواهی بود.
loving,تو نفس آرامش و شادیم در دنیای پرهیاهو
loving,تویی عشقم که به خاطر تو هر روز صبح زندگی میکنم
loving,تو دنیای منی
loving,عشق تو نور زندگیم است.
loving,من تورو دوست دارم
loving,تویی که قلب من را داغ میکنی
loving,تو را دوست دارم تا آسمان‌ها
loving,تویی که جان من را به این دنیای سخت برمیگردانی
loving,عشق تو همیشه در دل و ذهنم می‌چرخد
loving,تویی عشق و آرامش من.
loving,عشقم، تویی که به دنیای من رنگ می‌بخشی
loving,عشق تو شعله‌ای است که قلبم را فرو می‌گیرد و می‌سوزاند.
loving,عشقم، تو بی‌نظیری
loving,دلتنگ تو می‌شوم
loving,تویی سرآغاز هر آغاز و پایان هر پایان عشقم.
loving,عشق تو راهنمایی می‌کند و در هر مشکلی پاسخی است.
loving,تو انگیزهٔ هر روزم
loving,تویی که قلب من را می‌شکنی و دوباره درستش میکنی
loving,تو تنها دلگیری من
loving,تو در دلم نوری هستی که همیشه می‌تابد
loving,عشق تو در دلم نهفته و همیشه زنده است، بی‌انتها و بی‌پایان.
loving,تویی که هر صبحم را روشن میکنی
loving,تویی شهر عشق که همهٔ خاطراتم در آن محو می‌شوند.
loving,دست تو را در دستم گرفته‌ام و دیگر نمی‌گذارمش رها کنم.
loving,تو برای من بهترین هدیه از خداوندی
loving,تویی که دنیای من را به رویا تبدیل میکنی
loving,دوستت دارم تا ابد.
loving,با تو آرامش می‌یابم و به خودم می‌بازگردم
loving,تو بهترین نغمهٔ قلب منی
loving,تو زندگی مرا به رنگ‌ها و عشق پر می‌کنی
loving,با تو دنیا برایم زیباست.
loving,با تو همهٔ رازهایم را به اشتراک می‌گذارم
loving,همیشه در کنار تو خوشبختی را پیدا کرده‌ام
loving,با تو در دلم همهٔ آرزوها تحقق می‌یابد
loving,تویی آرامش خاطرم
loving,تویی عشقی که با حضورت در دلم، همه چیز درخشان می‌شود.
loving,تو قدرت زندگی منی
loving,تو عشق منی، همیشه
loving,با تو هر روز زندگی را به اندازه دو نفس می‌گیرم
loving,تو شادی و آرامشم
loving,با تو همهٔ رویاها واقعیت می‌شود
loving,از همه بیشتر تو رو دوست دارم
loving,تو روشنایی هر روزم و شعله‌ی نور در مسیر زندگیم.
loving,عشق تو همیشه در دلم رقص می‌کند و به هر جایی همراهم می‌آید.
loving,دلم تنها تو را می‌خواهد
loving,تویی آرامش خاطرمعشق تو قلبم را نورانی میکند
loving,با تو هر روز زندگی را کامل میکنم
loving,تویی که قلب من را به عشق میکشی
loving,قلبم فقط برای تو می‌تپد.
loving,با تو همه چیز بهتر است، حتی روزهای بد
loving,در قلبت من خوشبختی پیدا میکنم
loving,تو روشنایی هر روزم و انگیزهٔ همهٔ کارهایم هستی.
loving,عشق تو جاده‌ای است که من را به سوی خوشبختی می‌برد
loving,تو احساس خوبی هستی که همیشه به من می‌دهی
loving,در هر نگاهت دنیای من دوباره زنده می‌شود
loving,تو بهترین رازهایمی
loving,در قلبت نفس می‌کشم
loving,عشق تو در قلبم
loving,تویی که همیشه در دل من جا داری
loving,با تو رویاها واقعیت میشود
loving,تو عشق منی و همیشه خواهی ماند.
loving,تویی که تمام لحظه‌های خوش زندگیم را به اشتراک می‌گذاری
loving,تو قلبم را می‌دزدی
loving,با تو هر چیزی ممکن میشود
loving,با تو همهٔ آرزوها برآورده میشود
loving,تویی عشقی که هر روز در دلم زنده می‌شود و من را به خنده می‌اندازد.
loving,تو بهترین هدیه زندگی منی
loving,تو زیبایی و شادابی را به زندگیم می‌بخشی.
loving,با تو همه چیز قشنگ تر میشود
loving,تو نور چشمانم
loving,عشق تو پرندهٔ روحم
loving,تو رویایم و عشق واقعی زندگی منی
loving,عشقم به تو فوق‌العاده است
loving,عشقم، دنیام تویی
loving,تو قطره‌های بارانی که زندگیم را زنده میکنی
loving,عشق تو قصه‌ای جادویی و بی‌انتهاست
loving,با تو همیشه در آغوشت امن هستم
loving,با تو همهٔ رازهایم را به اشتراک میگذارم
loving,عشق تو همیشه در دلم پابرجاست و همهٔ روزها با من است.
loving,عشقم، تو تنها منظومهٔ آرامش منی
loving,تویی که قلب من را دزدیدی
loving,تو در هر لحظه و هر نفسم حس و حالی داری
loving,عشق تو به دلم شکوه و جذابیت می‌بخشد و رنگ عشق را به زندگی می‌آورد.
loving,تو قدرت آرامش منی
loving,عشقم، به تو افتخار می‌کنم
loving,هر لحظهٔ برابر با تو قیمت دارد
loving,با تو هر لحظه‌ام خاطره‌ای است
loving,با تو همهٔ غصه‌ها کمتر میشود
loving,تو معجزهٔ زندگی منی
loving,تو قصه‌های عاشقانه‌ام هستی
loving,تویی پایان هر سفرم و آغاز هر ماجرایی در دنیای عشق.
loving,با تو همه چیز به جای خودش می‌آید
loving,تو برایم ارزش هر تلاش و تحمل را داری، عشق من.
loving,تو درخششی که دنیای من را روشن میکنی
loving,عشق تو یک نغمه زیبا و آرامشبخش است
loving,عشق تو در دلم پرنده‌ای است که هر شب به سوی آسمان پرواز می‌کند.
loving,عشق تو همیشه در خانهٔ دلم نشسته و همراهم است.
loving,عشقم، با تو همیشه خوشبختم
loving,با تو هر روز یک شروع جدید دارم
loving,در عشق تو زندگی
loving,در کنار تو همیشه خوشبختی میابم
loving,تو قطرهٔ شیرینی هستی که دریای عشق را ایجاد میکند
loving,تویی که با لبخندت دنیای من را روشن میکنی
loving,با تو خوشبخت می‌شوم
loving,عشق تو همان پناهگاهی است که در آن آرامش می‌یابم.
loving,با تو آرامش را پیدا میکنم
loving,عشق تو در هر نفسم بیدار می‌شود و به قلبم زندگی می‌بخشد.
loving,تو عشقی که در رویایم آمده‌ای
loving,تویی عشقی که با حضورت در دلم، همهٔ رویاهایم به حقیقت پیوسته است.
loving,تو قدرت خوشبختی منی
loving,تویی که دست خالی‌ام را پر میکنی
loving,تو هستی که در دلم همیشه حاضر و همراهم هستی.
loving,عشق تو آسمانی است که هر شب با نگاهم به آن پرواز می‌کنم.
loving,عشق تو همان برقی است که در تاریکی قلبم را روشن میکند
loving,تو در دلم جا داری
loving,تو قدرتی هستی که به جسمم انرژی می‌بخشی
loving,دوستت دارم تا مرزهای بی‌پایان.
loving,تو زیبایی هر روزهای زندگی منی
loving,با تو زندگی می‌کنم، نفس می‌کشم
loving,تویی که بیشتر از هر چیزی برایم مهم هستی
loving,محبت تو باعث خنده‌هایم می‌شود.
loving,تو عشق و سعادت زندگی منی
loving,تو در هر نفسم عشقی هستی که انرژی و زندگی را به من می‌بخشد.
loving,عشق تو در دلم رشد می‌کند و من را به سوی خوشبختی هدایت می‌کند.
loving,تو زیبایی و شگفتی هر روزهای منی
loving,تو شاهکار زندگی‌امی
loving,عشق تو همیشه در خاطره‌هایم زنده است و همراهم در هر لحظه.
loving,تو باعث میشوی دنیای من به رنگ و بوی عشق بپردازد
loving,دنیای من تویی
loving,تو آرامش روح منی
loving,تو برایم آسمانی هستی
loving,عشق تو به تمام احساساتم رنگ و بو میبخشد
loving,تو با عشقت دلم را پر میکنی
loving,تو بهترین همراه سفر منی
loving,عشق تو همیشه در دلم می‌سوزد و در داستان عشقم نقش دارد.
loving,تویی موسیقی عشق که در دلم می‌نوازی و جانم را لرزان می‌کنی.
loving,تو قطرهٔ شیرینی منی
loving,تویی که دنیای من را به رنگ عشق میکشی
loving,با تو هر لحظهٔ زندگی به رنگ و بوی جدیدی می‌پوشد
loving,عشق تو نوری است که در تاریکی قلبم را روشن می‌کند.
loving,تویی که برایم بهترین دنیا هستی
loving,تو برای من بیشتر از همهٔ معنا داری
loving,تویی که جانم را به لب می‌بری
loving,با تو همهٔ آرزوهای زندگیم را به حقیقت تبدیل میکنم
loving,تویی که دنیای من را زیبا کرده‌ای
loving,تویی که قلب من را به زندگی میکشی
loving,تو بهترین جواب تمام سوالاتمی
loving,تو بهترین ستارهٔ زندگی منی
loving,همیشه به تو حس خوبی دارم
loving,عشق تو شعلهٔ جانم
loving,با تو بهترین راه زندگی را پیدا کرده‌ام
loving,تویی که قلب من را به تپش در میآوری
loving,تو درون قلب من می‌نشینی و هیچگاه نمی‌روی.
loving,تویی که بهترین همدم زندگی من هستی
loving,تو خوشبختیم و عشق تو را می‌خواهم
loving,در هر نگاهت جادوی من افتاده
loving,اندازه یک دنیا دوستت دارم.
loving,تویی عشقی که با حضورت در دلم، همهٔ خاطرات خوب را برایم تداعی می‌کنی.
loving,تویی عشقی که به وجودم جان و عمر میبخشد
loving,تو انگیزهٔ زندگی منی
loving,تو همیشه در دل و ذهنم هستی
loving,تو قدرتی هستی که به دنیای من روشنایی می‌بخشی
loving,با تو بهشت را در زمین پیدا کردم
loving,با تو زندگی معنا پیدا میکند
loving,عشق تو چون باد است که همیشه در دستانم است.
loving,با تو همه چیز بهتر است.
loving,عشق تو میان هر صداقت و وعده‌ای است که من را به تو پیوند می‌دهد.
loving,عشق تو قدرتی است که هر روز دلم را زنده می‌کند
loving,تویی عشقی که هر شب با فکر تو خواب می‌بینم و به تو میخندم.
loving,با تو همیشه در قلبم جای داری
loving,با تو هر روز یک آغاز جدید دارم
loving,همیشه به تو گرم میشوم
loving,تویی که قلب من را به لب می‌بری
loving,عشق تو دنیایی مخصوص
loving,عشقم، بدون تو نمی‌توانم زندگی کنم
loving,عشق تو در دلم نهفته است و همیشه در پنجرهٔ دلم نشسته.
loving,عشقم، همیشه در کنار تو احساس امنیت می‌کنم
loving,تویی که بهترین جواب تمام سوالاتمی
loving,دوستت دارم تا ماه و برگ‌های پاییز.
loving,عشق تو باعث میشود دنیایم مملو از شادی شود
loving,تویی که بی‌تو مثل عمرم نمی‌ماند
loving,عشق تو اینقدر قوی است که قادر است همه را فراموش کند
loving,تو بهترین اتفاق زندگی منی
loving,تو برای من همه‌چیزی
loving,عشقم، تو روشنایی جهانی هستی
loving,عشق تو بی‌قیود است
loving,از ته دلم دوستت دارم.
loving,هر روزت با تو روز جدیدی است
loving,با تو همهٔ خاطرات زندگی خوشبختی میشود
loving,عشقم، تو نور چشمان منی
loving,تویی عشقی که در هر نفسم دستم را می‌گیری و همراهم می‌روی.
loving,عشق تو قصه‌ای است که همیشه در دلم پخش می‌شود و مرا شاد می‌کند.
loving,تو شیرینی زندگی منی
loving,عشقم، با تو هر لحظه‌ام معنا پیدا میکند
loving,تو زیباترین خاطره‌هایم هستی
loving,تویی پناهگاه هر لحظه و در خاطره‌هایم همیشه حضور داری.
loving,عشق تو یک ماجراجویی است که همیشه دلم را در حال تپش می‌نگهدارد.
loving,هر چه تو را بیشتر می‌بینم، بیشتر تو را دوست دارم
loving,تو در دلم پنجره‌ای به دنیای عشق باز می‌کنی.
loving,تو را به خدا می‌سپارم
loving,تو عشق ابدی منی
loving,تو در دلم مهربانی را پرورش می‌دهی و امیدم را زنده می‌کنی.
loving,تویی دلیل خنده‌ها و شادی‌هایم، عشق من.
loving,با تو همهٔ رنگ‌ها را بیشتر دوست دارم
loving,عشق تو همیشه در ذهنم می‌ماند و به هر چیزی رنگ و بو می‌دهد.
loving,تو جان منی
loving,عشق تو به دلم شعله‌ای است که هر شب به سوی آسمان می‌رود.
loving,تو نگاهی هستی که به زندگیم جادو میکند
loving,با تو همیشه به آینده‌ام امیدوارم
loving,عشق تو همیشه در دلم می‌جوشد و در رگ‌هایم می‌پیچد.
loving,تویی تمام آرزوهایم و بهترین هدیه‌ی زندگی برایم.
loving,تو بهترین همراه سفر من هستی
loving,با تو هر روز زندگی بهتر میشود
loving,تو موجب می‌شوی که در قلبم تمام حسرت‌ها به شادی تبدیل شود.
sad,تنهایی سرخورده و احساس بی‌قراری و نیاز
sad,درد و اندوه درونم را
sad,احساس خفقانی
sad,در دنیایی پر از آرزوها، تنهایی همنشین اصلی من است.
sad,آواره دلگیر
sad,در قلبم یک ریشه از درد و اندوه عمیق شده است که هیچ کس نمی‌تواند آن را جدا کند.
sad,در دلم یک حس ناگوار از دلتنگی و سوگواری است.
sad,خواب‌های ناامید
sad,دلتنگی در روحم جا می‌گیرد
sad,تمام روزهایم را با باران اشک‌ها می‌پوشانم.
sad,آسیب دیده و زخمی بی‌تاب، بی‌امیدی روزافزون
sad,هر روزم پر از اشک و ناله است.
sad,دلم پر از سوز و سردی است که هیچ کس نمی‌تواند آن را درک کند.
sad,حسرت و ناامیدی بی‌تاب
sad,زخم‌های ناگزیر دل و جان
sad,دلم خواهان شکسته شدن است
sad,تنهایی سرخورده و احساس خستگی
sad,دلم برای لحظات خوشی که گذشته است بلرزیده است.
sad,احساس می‌کنم دلم به پایان نزدیک است.
sad,سکوت درونی و ناتوانی در بیان درد و رنج
sad,اشک‌های ناگزیر
sad,خواب‌های ناشکیف
sad,تلخی و ناتوانی
sad,رنج و مصیبت در جان فروگرفته
sad,تمام چیزهایی که دوست داشتم را از دست داده‌ام و دلم هنوز تسلیم شده است.
sad,دلم همیشه برای عشق و شادی تنگ شده است.
sad,روزها بیشتر شب هستند و هیچ نوری نمی‌تواند تاریکی درونم را روشن کند.
sad,دلم تنگ می‌شود برای
sad,تاریکی عمیق در چشمان گریه
sad,حسرت تلخ
sad,پریشانی عمیق
sad,بی‌امیدی سنگین و ناپایدار، خستگی بی‌انتها و تاریکی
sad,درد دلم تندتر می‌شود
sad,تنهایی و بی‌امیدی
sad,خشم و خشم آمیزی، حسرتی که هرگز پایان نمی‌یابد
sad,احساسات سنگین و محبوس دل
sad,در دلم یک تاریکی بی‌کران حکمفرما است.
sad,دلتنگی بی‌حاصل و بی‌پایان، تنهایی سرخورده و دردناک
sad,گاهی احساس دلسردی می‌کنم
sad,احساس خستگی و سستی
sad,تنهایی ناپایدار
sad,آسیب‌های پنهان و نهفته درونی، درد سرد و بی‌رحم
sad,درد تلخ و غم فراوان، خستگی ناگزیر و بی‌امیدی
sad,تاریکی شب
sad,تنهایی و غمگینی
sad,تنهایی مانند یک باران سنگین است که هر روز بر دلم می‌بارد و دستم به خشک کردنش نمی‌رسد.
sad,احساس ناراحتی دارم
sad,در قلبم یک ریشه از غم و اندوه عمیق شده است که هیچ کس نمی‌تواند آن را جدا کند.
sad,در عمق دلم حس بی‌امیدی و ناراحتی دارم.
sad,غمگینی عمیق و پریشان کننده
sad,اشک‌هایم می‌ریزد
sad,در دلم یک باغ ویران و بی‌روح است که پر از خاک و خزه‌های خشک شده است.
sad,تلخی و شکستگی
sad,درماندهی غمگین و ناامید
sad,خستگی نامحدود
sad,رنج تاریک
sad,هر نفسم مثل یک نوار فیلم است که صحنه‌های غم و اندوه را نشان می‌دهد.
sad,احساس تلخی روزها در دلم جاری است.
sad,پریشانی سرد
sad,درد دلم تمام وجودم را فرا می‌گیرد
sad,خستگی ناپایدار و خسته کننده
sad,خستگی عمیق و بی‌اندازه
sad,تنهاییم را دیگر نمی‌توان تحمل کرد
sad,خستگی بی‌انتهای روح و جسم
sad,احساس دلتنگی تلخ و سخت
sad,اشک‌های ناگزیر و پریشان
sad,هیچ شادی و خنده‌ای نمی‌تواند غم و اندوهم را برطرف کند.
sad,احساس می‌کنم همه‌ی خاطراتم به آرامشی بی‌نهایت فرو رفته‌اند.
sad,ناامیدی عمیق و بی‌پایان، تنهایی زخمی و مرگبار
sad,اشک‌هایم پیوسته می‌ریزد
sad,درماندهی بی‌پایان در زندگی
sad,آسیب دیده و ناگزیر، غمگینی بی‌انتها و بی‌محابا
sad,هر روزم با احساس تنهایی و ترس می‌گذرد.
sad,غمگینی درونم را فراگرفته است
sad,احساس بی‌امیدی و سرگردانی
sad,بی‌امیدی روحم را فراگرفته
sad,هر لحظه در دلم یک زخم عمیق است.
sad,خستگی از هر روز زیاد می‌شود
sad,تنهایی درونم را می‌سوزاند.
sad,تنهایی مانند بارانی سنگین است که هر روز بر دلم می‌بارد و دستم به خشک کردن آن نمی‌رسد.
sad,زخم‌های نامحدود در عمق جگر
sad,دلم پر از افکار تلخ و ترسناک است.
sad,تاریکی درونی
sad,روزهایم مثل خاکستری است که روی امیدهایم پخش می‌شود.
sad,تنهایی مانند غباری است که هر روز بر دلم ریخته می‌شود و دستم به تمیز کردن آن نمی‌رسد.
sad,اشک‌های بی‌حاصل و بی‌ربط
sad,دلم برای زمان‌های خوبی که گذشته است تنگ شده است.
sad,احساس می‌کنم که دنیا دور و بی‌معنی است.
sad,خواب‌های ناشادی و بی‌آرامش
